Site,EAP Acc#,Provenience (field number),ID Catalog# (cat#=element or portion),Specimen Catalog# (cat#=organism),Cantryll Test# (test#=analyst sample number),Period,Date,ID,Element,Side,Description completeness,Age (modern only),Fusion,Cantryll notes,Scapula HS,Scapula DHA,Scapula Ld,Scapula SLC,Scapula ASG,Scapula GLP,Scapula LG,Scapula BG,Humerus GLC,Humerus GL,Humerus Bp,Humerus Dp,Humerus SD,Humerus Bd,Humerus Dd,Humerus BT,Humerus HT,Humerus HTC,Radius GL,Radius Bp,Radius Dp,Radius BFp,Radius SD,Radius Bd,Radius Dd,Ulna GL,Ulna LO,Ulna DPA,Ulna SDO,Metacarpal GL,Metacarpal Bp,Metacarpal Dp,Metacarpal SDt,Metacarpal SDs,Metacarpal Bd,Metacarpal Dd,Metacarpal BFd,Pelvis LAR,Pelvis LAR,Femur GL,Femur GLC,Femur Dp,Femur Bp,Femur SD,Femur Bd,Femur Dd,Tibia GL,Tibia Bp,Tibia Dp,Tibia SD,Tibia Bd,Tibia Dd,Astragalus GLl,Astragalus GLm,Astragalus LLMc,Astraglus Bd,Astragalus Dl,Astragalus Dm,Astragalus Bp,Calcaneum GL,Calcaneum GB,Calcaneum GD,Calcaneum LB,Calcaneum LD,Metatarsal GL,Metatarsal Bp,Metatarsal Dp,Metatarsal SDt,Metatarsal SDs,Metatarsal Bd,Metatarsal Dd,Metatarsal BFd,Phalanx 1 GL,Phalanx 1 Bp,Phalanx 1 Dp,Phalanx 1 SDt,Phalanx 1 SDs,Phalanx 1 Bd,Phalanx 1 Dd,Phalanx 2 GL,Phalanx 2 Bp,Phalanx 2 Dp,Phalanx 2 SDt,Phalanx 2 SDs,Phalanx 2 Bd,Phalanx 2 Dd,,,,,,,,
Tipu,EAP0667,T178S,4,n/a,313T4,historic,,Mazama americanus,radius,L,proximal  .2,,unfused distal epiphysis,T178.4 mazama radius proximal 20% sheet describes this sample as complete with an unfused distal epiphysis.  This bag contains only the proximal end not more than 20% of the bone is visible.  ,,,,,,,,,,,,,,,,,,,,22.03,13.66,21.45,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T176,2,n/a,315T4,Historic,,Mazama americanus,radius,L,proximal .7,,,T176-2 radius proximal Mazama a. proximal 70%,,,,,,,,,,,,,,,,,,,,20.92,13.53,19.86,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T295,1,n/a,382T2,?,,Mazama americanus,radius,L,proximal .5,,,T295-1 radius mazama proximal 40% Pathology: a ridge of woven bone alongside a deep groove on posterior surface. Possibly evidence fora lateral fracture.,,,,,,,,,,,,,,,,,,,,22.11,13.8,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,76,n/a,405T6,,12-13th C.,Mazama americanus,radius,L,proximal .8,,,T366-76 radius Mazama a proximal 80% no catalog number on specimen.  ,,,,,,,,,,,,,,,,,,,,20.7,13.08,20.42,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T464,1,n/a,370T2,Post-classic,,Mazama sp.,radius,L,distal .6,,,T464-1 radius Mazama distal and 60% of shaft.,,,,,,,,,,,,,,,,,,,,,,,,19.88,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T697,5,n/a,422T8,,,Odocoileus virginianus,radius,L,complete,,,T697-05 radius Odocoileus v. complete all landmarks recorded beautiful preservation. No catalog number on specimen paper tag in bag. GL taken with calipers.,,,,,,,,,,,,,,,,,,,180.35,31.83,20.31,30.09,13.23,30.68,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T783,3,n/a,488T9,Late post classic to Spanish colonial,,Odocoileus virginianus,radius,L,distal .8,,,T783-3 radius Odocoileus v. distal 80% GL and SD are refit Bp and Dp are unavailable.,,,,,,,,,,,,,,,,,,,203,,,,11.89,32.67,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T058,1,n/a,529T14,,,Odocoileus virginianus,radius,L,proximal .7,,,T058-1 radius Odocoileus v proximal 60% erosion around the anterior lip of proximal articulation.  ,,,,,,,,,,,,,,,,,,,,29.89,19.56,28.61,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T143,77,n/a,530T14,Spanish Colonial,,Odocoileus virginianus,radius,L,distal .3,,,,,,,,,,,,,,,,,,,,,,,,,,,30.78,26.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T635,,n/a,459T7,late-post-classic to Spanish colonial,,Mazama americanus,scapula,L,distal .2,,,"T635 scapula Mazama neck only, no catalog number available.  ",,,,15.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,6,n/a,396T6,,12-13th C.,Mazama americanus,scapula,L,glenoid .1,,,T366-6 scapula Mazama glenoid only LG and BG only no catalog number on this specimen.,,,,,,,17.48,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,7,n/a,397T6,,12-13th C.,Mazama americanus,scapula,L,neck .2,,,T366-7 scapula Mazama neck and glenoid.  SLC only,,,,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T168,71,n/a,511T12,historic,,Mazama sp.,scapula,L,distal .3,,,"T168-71 scapula Mazama sp. 30% glenoid, neck and posterior margin. Not on list, date undetermined.",,,,15.45,,25.61,16.74,17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T168,20,n/a,512T12,historic,,Mazama sp.,scapula,L,distal .2,,,T168-20 scapula Mazama sp. 20% glenoid and neck.,,,,14.01,,25.17,15.98,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T462,5,n/a,369T2,,Mid 16th C.,Odocoileus virginianus,scapula,L,fragment .25,,,T462-5 scapula Odocoileus anterior edge part of the glenoid BG only.,,,,,,,,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T469,1,n/a,368T2,Late Postclassic/Historic,,Mazama americanus,tibia,L,distal .2,,,T469-1 tibia Mazama distal end 20%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12,19.49,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,12,n/a,402T6,,12-13th C.,Mazama americanus,tibia,L,distal .2,,,T366-12 tibia Mazama a proximal 20% no catalog number on specimen.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49,36.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T507,1,n/a,469T7,?,,Mazama sp.,tibia,L,distal .85,,unfused proximal epiphysis possible,"T507-1 tibia mazama almost complete, proximal end missing possibly unfused.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89,22.47,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T173,4,n/a,318T4,Spanish colonial and later,,Odocoileus virginianus,tibia,L,distal .35,,,T173-4 tibia odocoileus v. distal 35% SD Bd Dd recorded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99,28.5,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T695,,n/a,432T8,late-post-classic to Spanish colonial,,Odocoileus virginianus,tibia,L,distal .4,,,T695 tibia Odocoileus v. proximal 40% no catalog number available.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05,28.64,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T631,16,n/a,465T7,,,Odocoileus virginianus,tibia,L,distal .1,,,T631-16 tibia Odocoileus v. distal 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T685,1,n/a,445T8,late-post-classic to Spanish colonial,,Odocoileus virginianus,1st phalanx,R,complete,,,T685 Phalange 1 Odocoileus v. complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.94,13.75,17.1,9.58,,11.5,10.85,,,,,,,,,,,,,,,
Tipu,EAP0667,T778,12,n/a,492T9,Late post classic,,Mazama sp.,2nd phalanx,R,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11,8.17,10.89,,6.33,6.21,8.8,,,,,,,,
Tipu,EAP0667,T249,1,n/a,304T4,Historic,,Mazama americanus,acetabulum,R,almost complete,,,T249-1 pelvis: Mazama acetabulum almost complete relevant landmarks are preserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.97,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T676,1,n/a,444T8,,,Mazama americanus,astragalus,R,complete,,,T676 astragalus Mazama a. complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,22.46,19.69,14.85,12.66,13.74,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T632,3,n/a,464T7,,,Mazama americanus,astragalus,R,almost complete,,,T632-3 astragalus Mazama a. almost complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.92,24.04,20.28,15.44,12.22,13.15,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T278,5,n/a,302T4,?,,Mazama americanus,astragalus,R,almost complete,,,T278.5 astragalus Mazama almost complete medial surface damaged DM and Bp unavailable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62,23.88,20.79,16.66,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T396,6,n/a,394T6,Late Postclassic,,Mazama americanus,astragalus,R,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.08,23.68,21.02,16.23,13.02,14.19,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T143,14,n/a,508T12,Spanish colonial,,Mazama americanus,astragalus,R,almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,23.31,20.66,15.96,11.6,14.44,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T046,1,n/a,343T1,Historic,,Mazama sp.,astragalus,R,complete,,,T046-1 astragalus mazama complete all landmarks recorded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.93,23.28,20.58,15.08,12.97,13.98,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T046,2,n/a,344T1,Historic,,Mazama sp.,astragalus,R,almost complete,,,T046-2 astragalus mazama almost complete all landmarks recorded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69,25.06,21.82,16.17,12.56,14.16,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T795,6,n/a,502T10,Late-post-classic,,Mazama sp.,astragalus,R,almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.27,24.34,21.4,15.81,12.26,,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T730,22,n/a,520T13,Late-post-classic to Spanish colonial,,Mazama sp.,astragalus,R,complete,,,T730-22 astragalus Label says mazama but morphology is atypical; the ear-like structures seem unusually distinct.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.27,23.21,21.21,15.34,12.61,13.76,15.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T783,,n/a,495T9,Late post classic to Spanish colonial,,Mazama sp.,astragalus,R,almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16,23.64,19.84,14.98,11.15,14.11,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,,n/a,395T6,,12-13th C.,Odocoileus virginianus,astragalus,R,almost complete,,,*T366 astragalus cervidae almost complete. No catalog numbers on any specimens in this bag. [T366-77] is listed as atragalus mazama there are no other astragali listed for lot 366.  This specimen is closer to Odocoileus in size and morphology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,33.15,29.45,21.29,17.78,18.24,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T732,,n/a,419T8,mixed early-post-classic to Spanish colonial,,Odocoileus virginianus,astragalus,R,complete,,,"T732- astragalus Odocoileus v. not listed, no catalog number on specimen, all landmarks recorded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08,33.67,29.18,22.53,18.97,20.36,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T675,,n/a,430T8,,,Odocoileus virginianus,astragalus,R,almost complete,,,T675 astragalus Odocoileus v. complete no catalog number available not listed on cervid sheet.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.56,34.38,31.1,22.7,18.31,20.43,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T685,,n/a,446T8,late-post-classic to Spanish colonial,,Odocoileus virginianus,astragalus,R,complete,,,T685 astragalus Odocoileus v. complete some erosion around margins.  No catalog number available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.52,32.31,28.34,20.98,17.56,17.57,20.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T770,14,n/a,477T9,,,Odocoileus virginianus,astragalus,R,complete,,,T770-14 Astragalus Odocoileus v. complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,33.25,30.51,23,18.74,20.68,24.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T809,,n/a,499T10,,,Odocoileus virginianus,astragalus,R,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,34.18,30.94,22.88,20.11,20.85,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T039,12,n/a,332T1, colonial 17th?,,Mazama americanus,calcaneum,R,complete,,,T039-12 calcaneum mazama complete all landmarks recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55,15.45,19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T395,2,n/a,386T6,Historic,,Mazama americanus,calcaneum,R,complete,,,T395-2 calcaneus Mazama a. listed on sheet no catalog number on sample. Repacked on top of the box.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48,15.58,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T397,2,n/a,388T6,Mid 16th C.,,Mazama americanus,calcaneum,R,inferior .6,,,T397-2 cancaneum Mazama a. inferior portion 60% GL unavailable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17,20.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T143,20,n/a,509T12,Spanish colonial,,Mazama americanus,calcaneum,R,almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68,14.17,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T462,8,n/a,527T14,Mid 16th C.,,Mazama americanus,calcaneum,R,almost complete,,,"T462-8 calcaneum Mazama a almost complete superior crest is missing GL unavailable. Morphology of lateral side of the articulation is odd normally there is a tri peaked form this is more a single peak followed by a low platue, photo taken.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T469,9,n/a,368T2,Late Post-Classic/historic,,Odocoileus virginianus,calcaneum,R,almost complete .8,,,T469-9 calcaneus Odocoileus v. almost complete superior crest missing GL not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T692,,n/a,427T8,,,Mazama americanus,calcaneum,R,complete,,,T692 astragalus Mazama a. complete all landmarks recorded.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,13.01,20.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T788,,n/a,484T9,,,Mazama sp.,calcaneum,R,almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.32,14.75,19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T674,20,n/a,472T7,,,Mazama sp.,calcaneum,R,complete,,,T674-20 calcaneus Mazama sp. Complete. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.03,15.47,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T699,,n/a,431T8,,,Odocoileus virginianus,calcaneum,R,almost complete,,,T699 calcaneus Odocoileus v. almost complete GL suspect no catalog number available.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.14,21.59,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T502,9,n/a,455T7,post-classic,,Odocoileus virginianus,calcaneum,R,complete,,,"T502-9 calcaneus Odocoileus v. complete, not on cervid sheet.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49,23.32,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T652,1,n/a,471T7,,,Odocoileus virginianus,calcaneum,R,inferior .7,,,T652-01 calcaneus Odocoileus superior crest missing no GL available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,27.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T721,1,n/a,423T8,,,Mazama americanus,femur,R,almost complete,,,T721-01 femur Mazama a. almost complete Bd and Dd are refit. No catalog number on specimen.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.34,167.14,17.85,38.82,14.18,33.61,38.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T396,61,n/a,391T6,Late Postclassic,,Mazama americanus,femur,R,proximal .05,,,T396-61 femur Mazama a. femoral head Dp only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,73,n/a,399T6,,12-13th C.,Mazama americanus,femur,R,proximal .8,,,T366-73 femur Mazama a proximal femoral head and 80% of shaft. No catalog number on specimen.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,23,n/a,401T6,,12-13th C.,Mazama americanus,femur,R,proximal .05,,,T366-23 femur Mazama femoral head only no catalog number.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T276,21,n/a,322T4,spanish colonial,,Odocoileus virginianus,femur,R,proximal .8,,,"T276-21 femur misidentified as cranium Odocoileus v. Femoral head has been glued into place, proximal epiphysis is closed; distal end is missing 80% SD and depth of femoral head only.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.59,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T676,,n/a,436T8,,,Odocoileus virginianus,femur,R,proximal .1,,,T676 femur Odocoileus v. proximal 10% Dp only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T502,2,n/a,453T7,post-classic,,Mazama americanus,humerus,R,distal .8,,,T502-2 humerus Mazama a. distal 80% condyles seem particularly undefined. Cross-section shows the cortical bone is very thin suggesting the animal was young.  Species ident is tentative.,,,,,,,,,,,,,14.28,26.26,22.01,24.33,18.01,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T194,10,n/a,309T4,historic,,Mazama americanus,humerus,R,shaft only .6,,,T194.10 humerus shaft only,,,,,,,,,,,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T366,1,n/a,398T6,,12-13th C.,Mazama americanus,humerus,R,distal .8,,,T366-1 humerus Mazama distal 80% no catalog number on specimen.,,,,,,,,,,,,,,23.75,21.49,22.23,17.04,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T046,3,n/a,342T1,Historic,,Mazama sp.,humerus,R,distal condyles only,,,"T046-3 humerus distal condyles only Bd, Dd, BT, HT, and HTC recorded.",,,,,,,,,,,,,,24.45,19.81,23.32,17.06,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T734,5,n/a,505T10,,,Mazama sp.,humerus,R,almost complete,,,"T734-005 humerus mazama sp. Almost complete, trochanter missing GL and Bp unavailable.",,,,,,,,,130.56,,,24.91,13.26,25.37,21.72,23.81,17.56,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T143,26,n/a,348T2,spanish colonial?,,Odocoileus virginianus,humerus,R,Distal .25,,fused epiphysis but open,T143-26 humerus Odocoileus v. distal condyles and portion of shaft 25%. Epiphysis is fused but open.,,,,,,,,,,,,,,35.85,32.66,30.64,22.65,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T732,17,n/a,434T8,mixed early-post-classic to Spanish colonial,,Mazama americanus,metacarpal,R,proximal .6,,,T732-017 metacarpal mazama a. proximal 60% catalog number on paper tag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.86,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T633,22,n/a,470T7,,,Mazama americanus,metacarpal,R,complete,,,T633-22 metacarpal Mazama a. complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.05,16.29,10.37,7.9,,16.92,10.47,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T276,18,n/a,320T4,spanish colonial,,Mazama americanus,metacarpal,R,proximal and shaft .8,,,"T276-18 metapodial misidentified as innominate species mazama.  Anterior groove almost invisible, posterior groove is wide and shallow, shaft morphology is greater in breadth than in depth consistent with metacarpal from the Mazama sp. z:7930 from the museum’s reference collection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.81,18.34,,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipu,EAP0667,T033,1,n/a,345T1,historic,,Mazama americanus,metacarpal,R,distal .1,,,"T033-1 metacarpal mazama distal 10% Bp, and Dp only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
