materialSampleID,sitename,verbatimEventDate,sex,measurementSide,verbatimLocality,scientificName,measurementValue,minimumChronometricAge,maximumChronometricAge,measurementType,individualID,measurementUnit,observationID
MAFIV11253H,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11253H,mm,ef6146aa-920a-4418-9ec5-e2b3ddde9cde
MAFIV11253I,,,unknown,left,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11253I,mm,7323afe8-1cb5-4018-a7d4-a49a4fd272d5
MAFIV11254A,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254A,mm,06ce8736-8a7c-453e-8e69-22681a8d56dd
MAFIV11254B,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254B,mm,96918d5c-7d49-4fcd-a70f-05b39b69f938
MAFIV11254C,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254C,mm,fd740b71-e380-432f-9e3c-c8b4a906ff1e
MAFIV11254D,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254D,mm,04d34c10-1153-49ad-bb6b-75668627a9fb
MAFIV11254E,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254E,mm,03d43752-5f98-49ae-b587-ab698d25dd68
MAFIV11254F,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254F,mm,510dcd32-6de6-4863-8dcd-b17e066b2f2e
MAFIV11254G,,,unknown,left,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254G,mm,d7d17318-1c05-4cb6-a94a-9ec1b29733c7
MAFIV11254H,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254H,mm,e253a2f1-d76d-41ab-8679-56e92253ef52
MAFIV11254I,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254I,mm,b4205d2a-a3d5-4bf7-87ff-0e8b1ec19fec
MAFIV11254J,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{tibia proximal breadth},MAFIV11254J,mm,e8da34c3-d4f0-4419-b319-4c67bea477b1
MAFIV11256A,,,unknown,left,new,Hippotherium csakvarense,NA,9.0,NA,{humerus tubercle width},MAFIV11256A,mm,ebc2e5da-4733-416b-bf70-99c93acf2bfd
MAFIV11256B,,,unknown,right,new,Hippotherium csakvarense,NA,9.0,NA,{humerus tubercle width},MAFIV11256B,mm,c804d4dd-4af1-481d-8158-a183ceff699f
MAFIV11256C,,,unknown,left,new,Hippotherium csakvarense,NA,9.0,NA,{humerus tubercle width},MAFIV11256C,mm,172a6cf0-4c04-420a-a73e-e8fe934b7d3a
MAFIV11256D,,,unknown,left,new,Hippotherium csakvarense,NA,9.0,NA,{humerus tubercle width},MAFIV11256D,mm,0dd38b5e-7812-45b4-932f-26cd84a92645
MAFIBalt061,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIBalt061,mm,6ebda05b-6c9c-425d-8461-af2293166541
MAFIBalt260,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIBalt260,mm,bf92d44e-b1cf-4173-b46a-0443b2dd6852
MAFIBalt713L,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIBalt713L,mm,3cddf5bd-40de-49df-9955-22e82d868657
MAFIBalt742L,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{humerus tubercle width},MAFIBalt742L,mm,f92c9590-e4c3-480b-b422-b2f0c1cd2f09
MAFIOB3205,,,unknown,right,new,Hippotherium microdon,82.8,7.0,NA,{tibia proximal breadth},MAFIOB3205,mm,9f15d76d-82f9-40a7-990f-8cb1276e8046
MAFIOB344A,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB344A,mm,5ee25af0-1fb2-4085-8495-aa8898df6215
MAFIOB344B,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB344B,mm,1a40c350-0bc9-4c78-b578-a7a946cc0aea
MAFIOB344C,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB344C,mm,c02b955d-b3b1-4d6d-81b7-5da60477b09a
MAFIOB344D,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB344D,mm,47ae1e9c-9c4f-4e2c-8bd4-daca94a82594
MAFIOB344E,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB344E,mm,6083de06-177e-4751-86cb-36f14ac4bd95
MAFIOB377,,,unknown,right,new,Hippotherium microdon,88.4,7.0,NA,{tibia proximal breadth},MAFIOB377,mm,eb623d59-7a1f-4e44-bbae-252d09ebe7c8
MAFIOB421A,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB421A,mm,d2b1abd0-966f-411b-bde8-1ce1ea8178df
MAFIOB421B,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB421B,mm,2d7e846c-c26a-470b-b284-61b649e5700c
MAFIOB421C,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB421C,mm,d46ec78b-a5a5-49c5-aa3d-fedf0f2fcd35
MAFIOB421D,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{tibia proximal breadth},MAFIOB421D,mm,aba728ca-d59e-4ce1-98f1-0998b556fed1
IGFCCNS2,,,unknown,right,new,"Hipparion" sp.,NA,6.7,NA,{tibia proximal breadth},IGFCCNS2,mm,070b0348-4852-44ee-ba2e-3d78ec69a9fa
NHBJH153,,,unknown,left,new,Hippotherium malpassii,NA,6.7,NA,{humerus tubercle width},NHBJH153,mm,8bb47b19-e4a1-4501-9892-c27880458d97
KNM-LT160,,,unknown,right,new,Sivalhippus turkanensis,NA,7.0,NA,{tibia proximal breadth},KNM-LT160,mm,ad56fbab-f766-466a-9823-6e50a359613a
KNM-LT25448,,,unknown,right,new,Sivalhippus turkanensis,NA,7.0,NA,{tibia proximal breadth},KNM-LT25448,mm,9551eb82-36b1-4a79-8e44-a1569ec9e007
KNM-LT25478B,,,unknown,left,new,Sivalhippus turkanensis,110.5,6.5,NA,{tibia proximal breadth},KNM-LT25478B,mm,1471f96a-b2bd-43d2-8587-3c6dfb3f2a82
KNM-LT26621,,,unknown,left,new,Sivalhippus turkanensis,88.4,6.5,NA,{tibia proximal breadth},KNM-LT26621,mm,8e4fc0c2-df9d-4bd6-8cdc-4e5ea40be3cd
KNM-LU698,,,unknown,right,new,Eurygnathohippus cf. feibeli,NA,7.0,NA,{tibia proximal breadth},KNM-LU698,mm,c0e5fa71-696b-4a17-8f55-d6aba65710f0
KNM-LU817,,,unknown,right,new,Eurygnathohippus cf. feibeli,NA,7.0,NA,{tibia proximal breadth},KNM-LU817,mm,a1710ded-d7e1-451b-8d74-cb1d420d9292
KNM-NA161,,,unknown,norecord,new,"Hipparion" sp.,NA,9.0,NA,{tibia proximal breadth},KNM-NA161,mm,4a45a2e3-1fdb-42b6-ac1f-55f0a5aa2b4d
RMNH067/1644,,,unknown,norecord,new,Equid,NA,?,NA,{humerus tubercle width},RMNH067/1644,mm,716051a4-551b-4d9e-ae49-5f1576fe74c4
RMNH1045,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH1045,mm,4a3527e1-e9ff-4b9d-bf75-eecd66edc12c
RMNH1182,,,unknown,norecord,new,Eurygnathohippus sp.,NA,?,NA,{humerus tubercle width},RMNH1182,mm,545d7df1-29c0-4b8e-81fc-90e3ebb9195c
RMNH1314,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH1314,mm,126b0ea0-de7a-4c57-bef6-e37651eb3ee3
RMNH1349,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH1349,mm,4249441d-d8dc-4f61-a959-2bb61523b9f1
RMNH1522,,,unknown,norecord,new,Eurygnathohippus sp.,74.75,?,NA,{tibia proximal breadth},RMNH1522,mm,246a69a9-229e-4dd3-a8a5-e3f3419fe9cb
RMNH160,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH160,mm,17b49e61-b7bb-4e3b-a364-bdd099a55c44
RMNH1635,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH1635,mm,bf15bbef-f0b6-4899-9c44-5ee216e3f1a6
RMNH187,,,unknown,norecord,new,Equid,95.9,?,NA,{humerus tubercle width},RMNH187,mm,8020d1c2-e1b8-44ee-94ad-2ffd09b968e2
RMNH268,,,unknown,norecord,new,Equid,NA,?,NA,{humerus tubercle width},RMNH268,mm,ff73c9a9-62d1-4872-a421-0c1d0bb525a6
RMNH2685,,,unknown,norecord,new,Equid,NA,?,NA,{humerus tubercle width},RMNH2685,mm,896b8169-8ef4-487e-bdd6-ee38ec481c86
RMNH280,,,unknown,norecord,new,Equid,77.06,?,NA,{humerus tubercle width},RMNH280,mm,dbd99241-90ee-42c7-a953-4851d6ee27da
RMNH284,,,unknown,norecord,new,Equid,NA,?,NA,{humerus tubercle width},RMNH284,mm,cf2d69d7-aa74-4078-b300-7b10924540c7
RMNH305,,,unknown,norecord,new,Equid,NA,?,NA,{humerus tubercle width},RMNH305,mm,86d28939-1df0-4194-9be4-1bdee23f2cb9
RMNH3212,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH3212,mm,d854ec2c-d574-4b69-a34f-63c423014553
RMNH418,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH418,mm,a98616cf-ca1b-4e76-87ca-431c21cf2acd
RMNH526,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH526,mm,e96ede73-ee1f-4395-b0b0-289e734a9ff3
RMNH530,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH530,mm,39d8aba1-c428-4b5a-8139-8360176b5f61
RMNH556,,,unknown,norecord,new,Equid,102.88,?,NA,{tibia proximal breadth},RMNH556,mm,48c36bbe-6e94-4a5a-b052-fc66181b5c6e
RMNH6038,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH6038,mm,7eaeb6bb-c454-4f07-9493-4a57a05f2795
RMNH670,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH670,mm,d535b3ac-fbaa-4bc3-bd88-f54d0dc3124b
RMNH786,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH786,mm,69d3626a-e3a3-4c18-b6ab-a80d8af7883c
RMNH84,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH84,mm,1fdcf809-ea6f-41a8-8b27-69bab4c8aa45
RMNH85,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH85,mm,a447be92-a930-40c1-9de5-5bb796e6a797
RMNH862,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH862,mm,c860b3d8-4877-447d-806f-981abf852ef9
RMNH883,,,unknown,norecord,new,Equid,NA,?,NA,{tibia proximal breadth},RMNH883,mm,127a16f5-0fb9-43b8-a544-73bfb65c7fe2
RMNH988,,,unknown,norecord,new,Equid,94.45,?,NA,{tibia proximal breadth},RMNH988,mm,592564e5-d725-4b14-9298-5af40b0ff19e
SAMPQL12733,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL12733,mm,f9ac0812-1527-4201-91f8-b8663915af2f
SAMPQL20178,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,89.7,5.00,NA,{tibia proximal breadth},SAMPQL20178,mm,95ec10b7-2a24-4658-989b-e09fd54a62b4
SAMPQL20541,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,78.9,5.00,NA,{humerus tubercle width},SAMPQL20541,mm,ec8d3c6e-9caf-4fc8-9e01-1bc352a64d03
SAMPQL20553,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL20553,mm,754d7b92-eefb-4d4e-ae23-324e67b86c1d
SAMPQL20554,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,90,5.00,NA,{tibia proximal breadth},SAMPQL20554,mm,83c6038c-f09d-4992-b916-5512a453284c
SAMPQL21295A,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL21295A,mm,33bd0365-6142-4565-a9a1-d6aff8e3edd2
SAMPQL2146A,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL2146A,mm,4c730cbe-90cb-4ea7-8c15-d823492b0a17
SAMPQL2147,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL2147,mm,5453d4fd-c3a9-450e-a2ea-d86b5d83a07e
SAMPQL2742,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL2742,mm,abaa4902-e6f0-4c01-968c-cf09b8ce2e7d
SAMPQL2747,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL2747,mm,5ce4db85-7f04-439d-9184-706a356ad5a4
SAMPQL3406,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL3406,mm,82c0850e-e406-4d4b-afb5-376438be2993
SAMPQL3407,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,86.5,5.00,NA,{tibia proximal breadth},SAMPQL3407,mm,ca6c5087-2e19-4b08-bc68-0d7784b58f7d
SAMPQL3411,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,83.4,5.00,NA,{tibia proximal breadth},SAMPQL3411,mm,c243cd1c-8f9a-46c9-afed-6c80f19c2e39
SAMPQL5985,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL5985,mm,dc4479d1-e527-4a3c-9ff4-24872a2cb1e6
SAMPQL7570,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL7570,mm,46eec22e-8993-4aaf-814d-a56a5d7f54af
SAMPQL7932,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,89.9,5.00,NA,{tibia proximal breadth},SAMPQL7932,mm,36b90df9-0a6d-4f79-9fc2-fe27e02cb632
SAMPQL9714,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,89,5.00,NA,{tibia proximal breadth},SAMPQL9714,mm,47ab1627-9e1f-4e82-889b-9396eb17bdf0
SAMPQL9715,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL9715,mm,45c870de-a472-458d-bb1f-df9439e20467
SAMPQL9718,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{tibia proximal breadth},SAMPQL9718,mm,38dcf5a8-99d2-4286-9424-a3f8c9b1eb34
AS89/23,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{tibia proximal breadth},AS89/23,mm,cbc8a42c-5f9c-4449-a28d-d221b48d24f2
AS90/220,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{humerus tubercle width},AS90/220,mm,73854cdd-a1b8-4ae3-a855-8c8ee734734d
AS92/225,,,unknown,left,new,"Hipparion" sp.,0,10.8,9.0,{tibia proximal breadth},AS92/225,mm,b456d48f-7eeb-4ccf-ba7d-51298163812b
AS92/235,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{tibia proximal breadth},AS92/235,mm,02f6d925-e460-439b-9cd1-14c25ac74dad
AS92/242,,,unknown,left,new,"Hipparion" sp.,0,10.8,9.0,{humerus tubercle width},AS92/242,mm,b416150d-40da-412f-b822-9126f9bea9a0
AS92/255,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{tibia proximal breadth},AS92/255,mm,ec929e41-4b80-4137-a1e5-0e2b85d42b3e
AS93/1213,,,unknown,right,new,"Hipparion" sp.,0,9.8,NA,{tibia proximal breadth},AS93/1213,mm,b9d0277b-e591-4066-8258-639e46470101
AS93/842,,,unknown,left,new,"Hipparion" sp.,0,10.8,9.0,{humerus tubercle width},AS93/842,mm,9b64adc5-6306-41e7-83aa-86d8afbcffcd
AS94/1488,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{tibia proximal breadth},AS94/1488,mm,7a7ad3ec-69c0-4788-a6a5-56a42b7c3707
MNHNRLB02,,,unknown,right,new,"Hipparion" sp.,0,9.9,NA,{humerus tubercle width},MNHNRLB02,mm,0451c5ec-4ca5-4597-93a7-488dd0fb5d9b
MNHNRLB03,,,unknown,left,new,"Hipparion" sp.,0,9.9,NA,{humerus tubercle width},MNHNRLB03,mm,84c589fa-d8b3-4b80-9dbd-d1890be6b545
MNHNTRQ1139,,,unknown,left,new,"Hipparion" sp.,0,9.9,NA,{tibia proximal breadth},MNHNTRQ1139,mm,ab172fdc-4c0f-427e-9762-6382d6b37b90
MNHNTRQ1140,,,unknown,right,new,"Hipparion" sp.,0,9.9,NA,{tibia proximal breadth},MNHNTRQ1140,mm,efb274f1-1871-4f68-b0e3-49be4cea745c
MNHNTRQ1141,,,unknown,left,new,"Hipparion" sp.,0,9.9,NA,{tibia proximal breadth},MNHNTRQ1141,mm,4e754b5d-f1f4-43c9-8558-a269fc38364b
MNHNTRQ1142,,,unknown,right,new,"Hipparion" sp.,0,9.9,NA,{tibia proximal breadth},MNHNTRQ1142,mm,281e726b-b526-4dd2-a526-9cefb1933e73
ISP11P90A_OC,Incorrect Loc.,,unknown,left,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP11P90A_OC,mm,ceaa3399-5680-44da-b409-e8e4c41c6355
ISP13P26A,,,unknown,right,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP13P26A,mm,484e8ef8-84f4-4d84-80f8-72699aa5dbe5
ISP16P17A,,,unknown,left,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP16P17A,mm,9019c161-a8d3-4490-96aa-28f9fa2c2805
ISP237P16A,,,unknown,right,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP237P16A,mm,23142c30-1166-4ea3-b2db-35222fa5fcd6
ISP29P5A,,,unknown,left,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP29P5A,mm,e1ab87aa-e41c-4fee-99d5-b21608000ca3
ISP51P29A_OC,U1,,unknown,left,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP51P29A_OC,mm,f8a0fd27-ca75-446d-a83e-8e6792b29291
ISP51P61A,,,unknown,left,new,"Hipparion" sp.,NA,7.1,NA,{tibia proximal breadth},ISP51P61A,mm,1863d5a4-31df-4249-aeed-ce66f71c4e5e
BMNHM2654,,,unknown,left,new,Cremohipparion antelopinum,38.4,3.5,NA,{tibia distal depth},BMNHM2654,mm,e4c513ea-fbfb-45ae-8b49-e4ac0bf11063
YGSP11532,Y311,,unknown,left,new,"Hipparion" sp.,33.2,8.0,NA,{tibia distal depth},YGSP11532,mm,67633479-00b3-449c-a193-3be0b8f2fdd6
YGSP16158,Y309,,unknown,left,new,"Hipparion" sp.,46,8.0,NA,{tibia distal depth},YGSP16158,mm,8ace95a9-380f-4a9a-aa56-1cf4d2f5b314
YGSP16859,Y450,,unknown,left,new,"Hipparion" sp.,41.1,8.0,NA,{tibia distal depth},YGSP16859,mm,7bda9cf9-83ac-4894-8192-221ca31087da
YGSP17079,Y310,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{tibia distal depth},YGSP17079,mm,d7b97af4-abda-4470-8dbf-67f184a9beaf
YGSP8904,Y251,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{tibia distal depth},YGSP8904,mm,a9f0182c-af83-4f39-8b61-a06d54530af7
MMTT13/2361,Q13,,unknown,left,new,"Hipparion" sp.,NA,7.9,NA,{tibia distal depth},MMTT13/2361,mm,5755d63c-fdad-4667-9f21-9fff7cb4c71d
NHMW1977/1948,,,unknown,left,new,Hippotherium primigeneium,38.1,10.5,NA,{tibia distal depth},NHMW1977/1948,mm,0d508637-3429-4e8a-8a81-6844c0a7423b
NHMW1977/1948/0036,Gaiselberg,,unknown,right,new,Hippotherium primigeneium,37.6,10.5,NA,{tibia distal depth},NHMW1977/1948/0036,mm,4f6d6bd1-af40-4c76-bd3f-f01278a7caa7
NHMW9107,,,unknown,left,new,Hippotherium primigeneium,37.9,10.5,NA,{tibia distal depth},NHMW9107,mm,4df42611-39bb-48ad-b670-a6c2c59fb38a
NHMW9108,,,unknown,left,new,Hippotherium primigeneium,39.4,10.5,NA,{tibia distal depth},NHMW9108,mm,7a429e04-36d1-4eff-97d3-59ee1b1b171a
NHMW9109,,,unknown,left,new,Hippotherium primigeneium,38.1,10.5,NA,{tibia distal depth},NHMW9109,mm,f54651fc-3727-4edb-bf64-36139d0b4160
NHMW9131,,,unknown,right,new,Hippotherium primigeneium,46.4,10.5,NA,{tibia distal depth},NHMW9131,mm,db4b6c1a-bbe2-4be7-ba25-c14349cb072f
Ho168,,,unknown,left,new,Hippotherium primigeneium,46.5,10.3,NA,{tibia distal depth},Ho168,mm,aed082b2-576b-44f4-a4d4-422712679cbf
Ho220,,,unknown,left,new,Hippotherium primigeneium,41.7,10.3,NA,{tibia distal depth},Ho220,mm,ce04776d-26ce-4c91-ba9f-21787e818a27
Ho367,,,unknown,norecord,new,Hippotherium primigeneium,41.2,10.3,NA,{tibia distal depth},Ho367,mm,db31a9fe-45a9-46ea-b8ec-7c9d2f449375
Ho4254,,,unknown,right,new,Hippotherium primigeneium,44.8,10.3,NA,{tibia distal depth},Ho4254,mm,2349d868-78ae-4025-9e66-1f4aa917e4c6
Ho505221,,,unknown,left,new,Hippotherium primigeneium,44.4,10.3,NA,{tibia distal depth},Ho505221,mm,517845e8-7b6d-4b80-8f1d-dbd9b387c326
Ho51157,,,unknown,left,new,Hippotherium primigeneium,46,10.3,NA,{tibia distal depth},Ho51157,mm,fbda2ff9-53bd-4f0b-8017-208347c568c1
Ho5997,,,unknown,left,new,Hippotherium primigeneium,42,10.3,NA,{tibia distal depth},Ho5997,mm,64a096be-6eeb-40c2-ad01-e39377e95f16
Ho8455,,,unknown,norecord,new,Hippotherium primigeneium,44.5,10.3,NA,{tibia distal depth},Ho8455,mm,3d972e57-1021-478f-8b39-f1f67730cbbf
Ho9759,,,unknown,left,new,Hippotherium primigeneium,42.3,10.3,NA,{tibia distal depth},Ho9759,mm,55e8ca1a-7d3f-41b5-aef3-fdaa7630970d
HoA54,,,male,right,new,Hippotherium primigeneium,47,10.3,NA,{tibia distal depth},HoA54,mm,71020816-7f64-4a45-b1cf-1252649096a1
HoA54,,,unknown,left,new,Hippotherium primigeneium,50,10.3,NA,{tibia distal depth},HoA54,mm,73dcdb37-e87a-49b5-ba4e-1fba61f4d10d
HoB54113,,,male,right,new,Hippotherium primigeneium,0,10.3,NA,{tibia distal depth},HoB54113,mm,cf8143fa-7844-409a-9ecd-2da54bb9ee49
HoC5482,,,female,right,new,Hippotherium primigeneium,43.7,10.3,NA,{tibia distal depth},HoC5482,mm,4bd229e5-b700-42b4-90a5-3bfc05642576
HoC5483,,,female,left,new,Hippotherium primigeneium,44,10.3,NA,{tibia distal depth},HoC5483,mm,4cfaf2d6-df04-42d9-9db3-8abe86ee8d8a
HoE54101,,,female,left,new,Hippotherium primigeneium,48,10.3,NA,{tibia distal depth},HoE54101,mm,a16886ff-5b1c-4892-8aae-98bded2ca4b4
HoE5477,,,female,right,new,Hippotherium primigeneium,50.5,10.3,NA,{tibia distal depth},HoE5477,mm,05498978-4a49-41d7-9a06-f4e4ee9e6762
HoG54,,,male,right,new,Hippotherium primigeneium,49,10.3,NA,{tibia distal depth},HoG54,mm,b33d5459-a455-4c22-978f-f5b2641fb3d4
HoG54,,,unknown,left,new,Hippotherium primigeneium,51,10.3,NA,{tibia distal depth},HoG54,mm,3895819e-5cd0-41fa-ab3c-d7c4e83adb21
HoI53,,,female,left,new,Hippotherium primigeneium,48,10.3,NA,{tibia distal depth},HoI53,mm,baf713fe-339a-4fb1-949d-cf09fd22e6ae
HoI53,,,unknown,right,new,Hippotherium primigeneium,47.9,10.3,NA,{tibia distal depth},HoI53,mm,2ba4ee7c-0d57-48ba-8d5b-df6517e8072f
HoII53,,,unknown,left,new,Hippotherium primigeneium,45.6,10.3,NA,{tibia distal depth},HoII53,mm,5084a1c5-bc06-4bda-bba7-301b3d564c77
HoII53,,,unknown,right,new,Hippotherium primigeneium,44,10.3,NA,{tibia distal depth},HoII53,mm,bad85a9f-2879-4b6d-aa19-3f6c6c03c558
HoIII,,,unknown,left,new,Hippotherium primigeneium,45,10.3,NA,{tibia distal depth},HoIII,mm,476bd8cb-0832-4c62-9c67-e6b281c6699f
HoT5635,,,unknown,left,new,Hippotherium primigeneium,45.7,10.3,NA,{tibia distal depth},HoT5635,mm,330c8d8f-6812-402b-80bf-5452265d1282
HoT5653,,,unknown,right,new,Hippotherium primigeneium,45.2,10.3,NA,{tibia distal depth},HoT5653,mm,a683d0c9-ea0a-4d27-a2bb-416a4a408f3a
HoV58100,,,female,left,new,Hippotherium primigeneium,45,10.3,NA,{tibia distal depth},HoV58100,mm,ebc63154-4f78-46e3-aedc-f986bda1c731
HoY59200,,,unknown,right,new,Hippotherium primigeneium,44,10.3,NA,{tibia distal depth},HoY59200,mm,2ddd0b53-9792-4485-8433-071a2ecea751
HoY59297,,,unknown,left,new,Hippotherium primigeneium,45.8,10.3,NA,{tibia distal depth},HoY59297,mm,b4e2d66f-e3ee-4eda-a7e8-a88e71f78e53
DD117,,,unknown,norecord,new,Hippotherium primigeneium,42.2,10.0,NA,{tibia distal depth},DD117,mm,d46e5e43-182d-444b-8d49-51862b1010c4
DD2915,,,unknown,norecord,new,Hippotherium primigeneium,44.1,10.0,NA,{tibia distal depth},DD2915,mm,a4076451-a88a-4475-b36e-cc01255aa3ee
DD2919,,,unknown,norecord,new,Hippotherium primigeneium,46.2,10.0,NA,{tibia distal depth},DD2919,mm,7e6cd5c8-02a5-4fc6-904a-97330f3a1d23
DDnonumb1,,,unknown,norecord,new,Hippotherium primigeneium,44.9,10.0,NA,{tibia distal depth},DDnonumb1,mm,e4f49695-393d-47a1-85af-a9bd4af8cd88
PIUW1346/1,,,unknown,left,new,"Hipparion" sp.,43.5,8.0,NA,{tibia distal depth},PIUW1346/1,mm,8a252018-0beb-4797-90c8-da73a79844a2
PIUW1346/10,,,unknown,left,new,"Hipparion" sp.,40.1,8.0,NA,{tibia distal depth},PIUW1346/10,mm,351bf4f3-8cd8-4570-8039-9244fbb3b034
PIUW1346/11,,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{tibia distal depth},PIUW1346/11,mm,a84e5256-f625-44e8-9902-8449346adad2
PIUW1346/12,,,unknown,left,new,"Hipparion" sp.,46.2,8.0,NA,{tibia distal depth},PIUW1346/12,mm,76ec1b1a-d80e-46ab-af2a-a2f1c0961cdc
PIUW1346/13,,,unknown,left,new,"Hipparion" sp.,51.4,8.0,NA,{tibia distal depth},PIUW1346/13,mm,c811f129-7bd3-41ef-910f-0f7ab06c1d5f
