,individualID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,datum,pointElevationInMeters,trait,measurement
946,MVZ 17831,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,full body length,
947,MVZ 17832,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,full body length,
948,MVZ 17833,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,full body length,
949,MVZ 17834,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,full body length,
950,MVZ 17835,39.58918,-122.54393999999999,7.01996,NAD27,213.36,full body length,380
951,MVZ 17836,39.58918,-122.54393999999999,7.01996,NAD27,213.36,full body length,453
952,MVZ 17838,39.58918,-122.54393999999999,7.01996,NAD27,213.36,full body length,480
953,MVZ 17839,38.8863534,-122.24026200000002,0.624,NAD27,152.4,full body length,465
954,MVZ 17840,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,full body length,446
955,MVZ 17841,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,full body length,359
956,MVZ 17845,39.6079291,-121.670523,0.04345,NAD27,60.96,full body length,465
957,MVZ 17847,37.8785684,-122.08665500000001,6.252000000000001,NAD27,60.96,full body length,407
958,MVZ 17848,37.8816953,-121.91304199999999,1.662,NAD27,533.4,full body length,412
959,MVZ 17849,37.8816953,-121.91304199999999,1.662,NAD27,533.4,full body length,437
960,MVZ 183731,37.8978545,-122.310427,2.56,NAD27,68.58,full body length,447
961,MVZ 183732,37.8978545,-122.310427,2.56,NAD27,68.58,full body length,444
962,MVZ 18661,39.2570834,-120.71243799999999,0.455,NAD27,1463.04,full body length,
963,MVZ 19204,37.875069,-122.245186,0.402,NAD27,,full body length,358
964,MVZ 201344,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,full body length,
965,MVZ 201345,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,full body length,
966,MVZ 20328,39.5155,-123.15104,4.645,NAD27,1371.6000000000001,full body length,
967,MVZ 207146,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,full body length,
968,MVZ 207147,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,full body length,
969,MVZ 207148,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,full body length,
970,MVZ 207149,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,full body length,
971,MVZ 207152,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,full body length,
972,MVZ 207153,37.6248,-120.56688,0.251419,WGS84,70.104,full body length,
973,MVZ 207154,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,full body length,
974,MVZ 207155,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,full body length,
975,MVZ 207156,37.84486,-119.58945,0.1,WGS84,2587.752,full body length,
976,MVZ 207161,37.7409,-119.40803999999999,0.15142,WGS84,2204.9232,full body length,
977,MVZ 207162,37.74069,-119.41023,0.10142000000000001,WGS84,2199.4368,full body length,
978,MVZ 207163,37.74069,-119.41025,0.10142000000000001,WGS84,2199.4368,full body length,
979,MVZ 207164,37.74051,-119.41345,0.10142000000000001,WGS84,2199.4368,full body length,
980,MVZ 207166,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,full body length,
981,MVZ 207167,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,full body length,
982,MVZ 208499,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,full body length,
983,MVZ 2154,33.7633397,-116.664705,1.3716,NAD27,2438.4,full body length,
984,MVZ 2155,33.7633397,-116.664705,1.3716,NAD27,2438.4,full body length,
985,MVZ 216227,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,full body length,
986,MVZ 216228,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,full body length,
987,MVZ 216230,37.74899,-119.83861999999999,0.213,WGS84,508.4064,full body length,
988,MVZ 216231,37.74899,-119.83861999999999,0.213,WGS84,508.4064,full body length,
989,MVZ 21851,37.674352,-119.781173,0.6096,NAD27,609.6,full body length,442
990,MVZ 21852,37.674352,-119.781173,0.6096,NAD27,609.6,full body length,395
991,MVZ 21853,37.746327,-119.77586299999999,9.656,NAD27,1463.04,full body length,386
992,MVZ 21854,37.52078,-120.43822,0.402,NAD27,60.96,full body length,423
993,MVZ 2217,33.612232299999995,-116.630609,1.609,NAD27,2072.6400000000003,full body length,
994,MVZ 22657,37.652399,-119.70271699999999,0.03,NAD27,1889.76,full body length,400
995,MVZ 22658,37.756856,-119.799191,1.219,NAD27,1920.24,full body length,]
996,MVZ 22659,37.748057,-119.83516000000002,0.366,NAD27,1645.92,full body length,387
997,MVZ 22660,37.756431,-119.582057,4.184,NAD27,2164.08,full body length,444
998,MVZ 22661,37.67666,-119.580087,1.609,NAD27,2225.04,full body length,425
999,MVZ 22958,37.659263,-120.28745,1.158,NAD27,182.88,full body length,420
1000,MVZ 22959,37.74276,-120.15718000000001,3.347,NAD83,975.36,full body length,434
1001,MVZ 22960,37.736686,-119.59821200000002,6.437,NAD27,1219.2,full body length,438
1002,MVZ 22961,37.74276,-120.15718000000001,3.347,NAD83,975.36,full body length,445
1003,MVZ 23272,37.739477,-119.397231,1.0668,NAD27,2286.0,full body length,467
1004,MVZ 23274,37.835881,-119.77732900000001,0.402,NAD27,1950.72,full body length,
1005,MVZ 2688,34.009370000000004,-117.2591,4.313,NAD27,,full body length,438
1006,MVZ 2706,33.7912634,-116.67606200000002,1.609,NAD27,1493.52,full body length,
1007,MVZ 27501,36.571878000000005,-118.055553,0.03,NAD27,,full body length,383
1008,MVZ 27503,36.826074,-118.214801,0.03,NAD27,1188.72,full body length,
1009,MVZ 27509,36.573161,-117.479799,1.609,NAD27,1920.24,full body length,385
1010,MVZ 27510,36.573161,-117.479799,1.609,NAD27,1920.24,full body length,420
1011,MVZ 27511,36.573161,-117.479799,1.609,NAD27,1920.24,full body length,410
1012,MVZ 27512,36.826074,-118.214801,0.03,NAD27,1188.72,full body length,
1013,MVZ 27514,36.58766,-117.465934,1.609,NAD27,1981.2,full body length,400
1014,MVZ 27515,36.58766,-117.465934,1.609,NAD27,1889.76,full body length,400
1015,MVZ 27872,37.872653799999995,-122.24106,0.80467,NAD27,,full body length,420
1016,MVZ 27929,37.8737229,-122.253169,0.152,NAD27,,full body length,437
1017,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,NAD27,1524.0,full body length,
1018,MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,full body length,408
1019,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,full body length,382
1020,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,full body length,438
1021,MVZ 28658,35.9478,-117.9011,1.0,NAD27,944.88,full body length,
1022,MVZ 28663,35.905054,-119.278572,0.402,NAD27,,full body length,442
1023,MVZ 28665,36.7388,-119.9531,4.828,NAD27,,full body length,
1024,MVZ 29145,36.133317,-120.74753899999999,3.219,NAD27,449.58000000000004,full body length,435
1025,MVZ 29374,36.620269,-121.82224599999999,0.16089,NAD27,,full body length,
1026,MVZ 29375,36.60922,-121.83560700000001,0.80467,NAD27,,full body length,478
1027,MVZ 29898,41.73066,-122.64055,7.809,NAD27,,full body length,390
1028,MVZ 29915,39.7662652,-121.78823899999999,7.093999999999999,NAD27,,full body length,518
1029,MVZ 29916,39.606455600000004,-121.67523500000001,9.611,NAD27,,full body length,475
1030,MVZ 29917,39.4679347,-121.64929199999999,0.0933,NAD27,,full body length,474
1031,MVZ 31304,33.8283609,-116.533406,1.0668,NAD27,,full body length,
1032,MVZ 3148,32.64,-116.78,1.0,NAD27,,full body length,380
1033,MVZ 3157,32.715,-117.156,1.0,NAD27,,full body length,
1034,MVZ 3158,32.7,-117.24600000000001,1.0,NAD27,,full body length,
1035,MVZ 3172,33.07,-116.6,1.0,NAD27,,full body length,
1036,MVZ 32380,38.828696,-119.78573700000001,0.80467,NAD27,1554.48,full body length,400
1037,MVZ 3441,36.59962,-121.897474,1.609,NAD27,,full body length,444
1038,MVZ 34504,40.190526899999995,-122.236143,3.647,NAD27,91.44,full body length,
1039,MVZ 34505,40.190526899999995,-122.236143,3.647,NAD27,91.44,full body length,
1040,MVZ 34506,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,480
1041,MVZ 34507,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,472
1042,MVZ 34508,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,445
1043,MVZ 34509,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,443
1044,MVZ 34510,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,445
1045,MVZ 34511,40.315262700000005,-122.069149,0.425,NAD27,182.88,full body length,458
1046,MVZ 36612,40.394887,-123.015054,1.109,NAD27,1341.1200000000001,full body length,547
1047,MVZ 3939,34.441,-119.26,1.0,NAD27,,full body length,
1048,MVZ 3941,34.2780872,-119.27753899999999,2.414,NAD27,,full body length,
1049,MVZ 4096,37.435739,-122.131845,6.437,NAD27,,full body length,
1050,MVZ 44243,40.6096034,-123.55740800000001,5.646,NAD27,1676.4,full body length,460
1051,MVZ 5034,37.724039000000005,-122.45598700000001,0.80467,NAD27,,full body length,415
1052,MVZ 51418,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,full body length,433
1053,MVZ 51419,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,full body length,430
1054,MVZ 55033,36.7055,-119.0741,1.207,NAD27,883.9200000000001,full body length,413
1055,MVZ 56873,40.416340000000005,-123.43064,2.7710000000000004,NAD27,1127.76,full body length,442
1056,MVZ 56874,40.4163424,-123.41168600000002,0.446,NAD27,609.6,full body length,475
1057,MVZ 58876,40.8748542,-123.731703,4.921,NAD27,1493.52,full body length,465
1058,MVZ 59727,40.1656161,-122.80035,0.09495,NAD27,1097.28,full body length,
1059,MVZ 59728,40.1656161,-122.80035,0.09495,NAD27,1097.28,full body length,
1060,MVZ 59729,40.1656161,-122.80035,0.09495,NAD27,1097.28,full body length,
1061,MVZ 59730,40.1656161,-122.80035,0.09495,NAD27,1097.28,full body length,
1062,MVZ 59974,35.427710600000005,-118.49432,1.609,NAD27,1188.72,full body length,420
1063,MVZ 6380,34.8760033,-118.89392,1.609,NAD27,,full body length,437
1064,MVZ 64981,36.065444,-117.51506299999998,0.03,NAD27,1744.98,full body length,
1065,MVZ 64982,36.065794,-117.522775,0.03,NAD27,1748.028,full body length,
1066,MVZ 64983,36.075254,-117.516499,0.03,NAD27,1744.98,full body length,
1067,MVZ 65442,41.3814079,-122.374183,4.197,NAD27,1219.2,full body length,442
1068,MVZ 65608,36.370134,-121.75093799999999,0.3219,NAD27,1066.8,full body length,412
1069,MVZ 66427,35.14612,-119.4559,3.3,NAD27,274.32,full body length,
1070,MVZ 69099,41.9262514,-124.11233600000001,1.8219999999999998,NAD27,,full body length,508
1071,MVZ 69101,41.910649400000004,-122.925881,0.624,NAD27,1828.8000000000002,full body length,460
1072,MVZ 69103,41.755840299999996,-122.26858200000001,2.4930000000000003,NAD27,1097.28,full body length,423
1073,MVZ 69104,41.445363799999996,-122.45148700000001,4.635,NAD27,883.9200000000001,full body length,442
1074,MVZ 69105,41.4716,-122.4662,1.239,not recorded,838.2,full body length,455
1075,MVZ 72535,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,full body length,412
1076,MVZ 72536,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,full body length,393
1077,MVZ 72537,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,full body length,426
1078,MVZ 72540,36.4443,-120.6724,1.0,NAD27,579.12,full body length,400
1079,MVZ 74393,39.6501448,-121.601151,0.539,NAD27,,full body length,
1080,MVZ 74395,39.6474268,-121.61882299999999,1.9875,NAD27,,full body length,
1081,MVZ 74396,39.650182,-121.587827,0.539,NAD27,,full body length,
1082,MVZ 77047,34.056,-117.182,1.0,NAD27,,full body length,433
1083,MVZ 84338,33.9329862,-116.929282,1.3716,NAD27,685.8000000000001,full body length,
1084,MVZ 85015,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,full body length,
1085,MVZ 85016,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,full body length,
1086,MVZ 85018,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,full body length,
1087,MVZ 85019,33.955290399999996,-116.92919599999999,1.609,NAD27,822.96,full body length,
1088,MVZ 85020,33.9402674,-116.90213999999999,1.609,NAD27,792.48,full body length,
1089,MVZ 85021,33.9099521,-116.593253,0.785,NAD27,274.32,full body length,
1090,MVZ 87972,37.6378422,-121.575969,2.211,NAD27,76.2,full body length,384
1091,MVZ 88567,38.2500657,-122.36163300000001,3.9799,NAD27,60.96,full body length,502
1092,MVZ 89625,33.9400561,-116.91905200000001,1.0668,NAD27,822.96,full body length,388
1093,MVZ 89626,33.893102,-116.791225,0.762,NAD27,518.1600000000001,full body length,
1094,MVZ 89627,33.893102,-116.791225,0.762,NAD27,518.1600000000001,full body length,
1095,MVZ 90065,33.883,-116.615,1.0,NAD27,365.76,full body length,
1096,MVZ 90651,33.9148653,-116.793425,0.3048,NAD27,548.64,full body length,
1097,MVZ 95402,40.56728,-124.1438,4.149,NAD27,,full body length,467
1098,MVZ 96424,41.1017824,-121.51933700000001,1.839,NAD27,1036.3200000000002,full body length,394
1099,MVZ 98962,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,full body length,415
1100,MVZ 98963,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,full body length,425
1101,MVZ 98964,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,full body length,395
1102,MVZ 98965,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,full body length,383
1103,MVZ 98966,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,full body length,435
1104,MVZ 98968,36.265,-118.0475,1.0,NAD27,1584.96,full body length,
1105,MVZ 98969,36.227779999999996,-118.09050400000001,0.03,NAD27,2286.0,full body length,
1106,MVZ 98972,36.265,-118.0475,1.0,NAD27,1584.96,full body length,
1107,MVZ 99337,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,full body length,391
1108,MVZ 99338,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,full body length,410
1109,MVZ 99529,40.45807,-123.4568,2.93866,NAD27,1524.0,full body length,430
1110,MVZ 99530,40.45807,-123.4568,2.93866,NAD27,1524.0,full body length,460
1111,MVZ 99895,34.033609999999996,-117.04222,2.81796,NAD27,594.36,full body length,428
1112,MVZ 99896,34.0172371,-117.182878,2.414,NAD27,579.12,full body length,
1113,MVZ 99897,33.896,-117.054,1.0,NAD27,457.20000000000005,full body length,
1114,MVZ 99900,33.965661,-117.006723,2.414,NAD27,731.52,full body length,
1115,MVZ 99901,33.965661,-117.006723,2.414,NAD27,731.52,full body length,
1116,MVZ 99902,33.965661,-117.006723,2.414,NAD27,731.52,full body length,
1117,MVZ 99903,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,full body length,420
1118,MVZ 99904,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,full body length,412
1119,MVZ 99905,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,full body length,405
1120,MVZ 99906,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,full body length,410
1121,MVZ 99907,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,full body length,415
1122,MVZ 99909,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,full body length,295
1123,MVZ 99910,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,full body length,
1124,MVZ 99911,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,full body length,
1125,MVZ 99912,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,full body length,
1126,MVZ 99913,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,420
1127,MVZ 99914,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,432
1128,MVZ 99915,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,414
1129,MVZ 99916,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,432
1130,MVZ 99917,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,400
1131,MVZ 99918,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,418
1132,MVZ 99919,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1133,MVZ 99920,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1134,MVZ 99922,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1135,MVZ 99923,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1136,MVZ 99924,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1137,MVZ 99926,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1138,MVZ 99927,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1139,MVZ 99928,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1140,MVZ 99929,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,full body length,
1141,MVZ 99930,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,full body length,
1142,MVZ 99931,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,full body length,
1143,MVZ 99932,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,full body length,
1144,MVZ 99933,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,full body length,
1145,MVZ 99934,33.9251,-116.6814,1.0,NAD27,365.76,full body length,
1146,MVZ 99935,33.9251,-116.6814,1.0,NAD27,365.76,full body length,
1147,MVZ 99936,33.9251,-116.6814,1.0,NAD27,365.76,full body length,
1148,MVZ 99937,33.9251,-116.6814,1.0,NAD27,365.76,full body length,
1149,MVZ 99938,33.9251,-116.6814,1.0,NAD27,365.76,full body length,
1150,MVZ 99940,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,full body length,
1151,MVZ 99941,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,full body length,
1152,MVZ 100739,36.458729999999996,-121.23423000000001,0.16089,NAD27,457.20000000000005,body mass,311
1153,MVZ 100740,35.328303999999996,-119.84525,4.023,NAD27,822.96,body mass,501
1154,MVZ 101240,37.8505216,-122.536923,1.556,NAD27,,body mass,
1155,MVZ 101332,38.107070799999995,-122.841182,0.65,NAD27,,body mass,511
1156,MVZ 101333,38.1192781,-122.821322,2.1758,NAD27,45.72,body mass,
1157,MVZ 101334,38.1192781,-122.821322,2.1758,NAD27,45.72,body mass,
1158,MVZ 101335,38.1192781,-122.821322,2.1758,NAD27,45.72,body mass,724
1159,MVZ 101336,38.1192781,-122.821322,2.1758,NAD27,45.72,body mass,558
1160,MVZ 102298,37.6365633,-121.558508,2.211,NAD27,,body mass,
1161,MVZ 104957,34.037490000000005,-116.257,0.0354,NAD27,1371.6000000000001,body mass,
1162,MVZ 105370,38.414077,-119.166325,0.03,NAD27,1828.8000000000002,body mass,673
1163,MVZ 105801,40.65889,-123.21806000000001,0.69616,NAD27,1828.8000000000002,body mass,693
1164,MVZ 105802,40.61736,-123.49373,4.414,NAD27,365.76,body mass,661.5
1165,MVZ 107351,40.046623,-121.14513500000001,0.06096,NAD27,1173.48,body mass,
1166,MVZ 108091,36.31007,-121.56788999999999,0.80467,NAD27,1524.0,body mass,
1167,MVZ 108092,36.2961,-121.5667,1.0,NAD27,1371.6000000000001,body mass,
1168,MVZ 108095,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,body mass,
1169,MVZ 108096,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,body mass,
1170,MVZ 108097,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,body mass,
1171,MVZ 10994,41.7998952,-120.328223,1.169993,NAD27,1524.0,body mass,
1172,MVZ 10995,41.7998952,-120.328223,1.169993,NAD27,1524.0,body mass,
1173,MVZ 10996,41.7998952,-120.328223,1.169993,NAD27,1524.0,body mass,
1174,MVZ 10997,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,body mass,
1175,MVZ 10998,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,body mass,
1176,MVZ 10999,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,body mass,
1177,MVZ 11000,41.508256700000004,-120.200876,2.144,NAD27,1524.0,body mass,
1178,MVZ 113078,41.1604001,-124.132365,0.988,NAD27,,body mass,718
1179,MVZ 11399,40.60969,-124.2623,4.545,NAD27,,body mass,
1180,MVZ 113993,34.0304563,-116.30385700000001,1.609,NAD27,1524.0,body mass,
1181,MVZ 113994,34.0304563,-116.30385700000001,1.609,NAD27,1524.0,body mass,
1182,MVZ 11400,40.5216,-124.0327,1.1520000000000001,NAD27,,body mass,
1183,MVZ 11886,38.9026797,-120.061399,3.0210000000000004,NAD27,,body mass,
1184,MVZ 119042,37.983072,-120.38110800000001,0.03,NAD27,609.6,body mass,491.8
1185,MVZ 121894,40.201986,-121.228385,1.609,NAD27,1310.64,body mass,600.6
1186,MVZ 122546,41.307572,-122.328516,0.195,NAD27,1048.512,body mass,608.4
1187,MVZ 122547,41.307572,-122.328516,0.195,NAD27,1048.512,body mass,534.6
1188,MVZ 125666,34.086999999999996,-118.473699,0.1,NAD27,91.44,body mass,
1189,MVZ 125668,34.086999999999996,-118.473699,0.1,NAD27,91.44,body mass,249.1
1190,MVZ 125669,34.086999999999996,-118.473699,0.1,NAD27,91.44,body mass,264.6
1191,MVZ 128574,34.2523521,-117.07696200000001,1.349,NAD27,1981.2,body mass,
1192,MVZ 128575,38.151055,-120.01367900000001,8.0467,NAD27,1828.8000000000002,body mass,
1193,MVZ 13022,41.3783019,-122.825497,2.5878,NAD27,,body mass,
1194,MVZ 13027,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,body mass,
1195,MVZ 13028,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,body mass,
1196,MVZ 132595,39.490667200000004,-122.688926,4.09,NAD27,426.72,body mass,
1197,MVZ 132596,39.5128001,-123.079466,0.043,NAD27,1676.4,body mass,
1198,MVZ 13855,37.630297,-121.51368799999999,3.219,NAD27,,body mass,
1199,MVZ 13856,36.95177,-119.692108,1.207,NAD27,,body mass,
1200,MVZ 13857,37.217068,-119.90473200000001,0.80467,NAD27,286.512,body mass,
1201,MVZ 13858,37.217068,-119.90473200000001,0.80467,NAD27,286.512,body mass,
1202,MVZ 13861,36.059519,-119.31074,0.402,NAD27,79.248,body mass,
1203,MVZ 13862,36.059519,-119.31074,0.402,NAD27,79.248,body mass,
1204,MVZ 138949,39.7601184,-121.77806000000001,1.308,NAD27,,body mass,
1205,MVZ 138950,39.608139,-121.952233,0.484,NAD27,,body mass,
1206,MVZ 138953,40.0206377,-122.01965600000001,6.278,NAD27,,body mass,
1207,MVZ 138956,40.2963235,-122.30326200000002,3.735,NAD27,,body mass,
1208,MVZ 138957,40.07522,-122.10795,7.854,NAD27,,body mass,
1209,MVZ 138958,40.73111,-122.94083,1.932781,NAD27,,body mass,
1210,MVZ 138959,39.10553,-121.53687,0.386,NAD27,,body mass,
1211,MVZ 138961,39.1488,-121.568,0.7559999999999999,NAD27,,body mass,
1212,MVZ 138965,39.932404999999996,-121.059853,1.609,NAD27,,body mass,
1213,MVZ 1406,33.9150671,-116.78444099999999,0.6096,NAD27,,body mass,
1214,MVZ 1407,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,body mass,
1215,MVZ 1409,33.9150671,-116.78444099999999,0.6096,NAD27,518.1600000000001,body mass,
1216,MVZ 1412,33.9150671,-116.78444099999999,0.6096,NAD27,518.1600000000001,body mass,
1217,MVZ 1417,33.933586299999995,-116.881026,1.609,NAD27,670.5600000000001,body mass,
1218,MVZ 149698,36.3785176,-121.556821,2.5,WGS84,487.68,body mass,355
1219,MVZ 15138,35.8384477,-118.450732,2.8160000000000003,NAD27,853.44,body mass,
1220,MVZ 15139,35.6692,-118.0371,1.0,NAD27,1402.0800000000002,body mass,
1221,MVZ 15145,35.69,-118.2981,1.0,NAD27,1249.68,body mass,
1222,MVZ 15146,35.830658,-118.29175,0.03,NAD27,2133.6,body mass,
1223,MVZ 15147,35.830658,-118.29175,0.03,NAD27,2133.6,body mass,
1224,MVZ 15149,35.830658,-118.29175,0.03,NAD27,2133.6,body mass,
1225,MVZ 15155,36.477786,-118.142063,0.03,NAD27,3048.0,body mass,
1226,MVZ 152136,39.3213902,-120.84537399999999,0.13518,NAD27,,body mass,
1227,MVZ 1560,33.925,-116.63799999999999,1.0,NAD27,344.42400000000004,body mass,
1228,MVZ 159815,39.3213902,-120.84537399999999,0.13518,NAD27,1310.64,body mass,320
1229,MVZ 159816,39.3213902,-120.84537399999999,0.13518,NAD27,1310.64,body mass,380
1230,MVZ 160572,38.052271000000005,-121.00416000000001,0.193,NAD27,38.1,body mass,615
1231,MVZ 1760,33.8042231,-116.659361,1.3716,NAD27,2743.2000000000003,body mass,
1232,MVZ 17755,36.5782,-118.1069,1.0,NAD27,1371.6000000000001,body mass,
1233,MVZ 17756,36.813217,-118.31913899999999,0.03,NAD27,2286.0,body mass,
1234,MVZ 17831,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,body mass,
1235,MVZ 17832,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,body mass,
1236,MVZ 17833,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,body mass,
1237,MVZ 17834,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,body mass,
1238,MVZ 17835,39.58918,-122.54393999999999,7.01996,NAD27,213.36,body mass,
1239,MVZ 17836,39.58918,-122.54393999999999,7.01996,NAD27,213.36,body mass,
1240,MVZ 17838,39.58918,-122.54393999999999,7.01996,NAD27,213.36,body mass,
1241,MVZ 17839,38.8863534,-122.24026200000002,0.624,NAD27,152.4,body mass,
1242,MVZ 17840,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,body mass,
1243,MVZ 17841,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,body mass,
1244,MVZ 17845,39.6079291,-121.670523,0.04345,NAD27,60.96,body mass,
1245,MVZ 17847,37.8785684,-122.08665500000001,6.252000000000001,NAD27,60.96,body mass,
1246,MVZ 17848,37.8816953,-121.91304199999999,1.662,NAD27,533.4,body mass,
1247,MVZ 17849,37.8816953,-121.91304199999999,1.662,NAD27,533.4,body mass,
1248,MVZ 183731,37.8978545,-122.310427,2.56,NAD27,68.58,body mass,
1249,MVZ 183732,37.8978545,-122.310427,2.56,NAD27,68.58,body mass,
1250,MVZ 18661,39.2570834,-120.71243799999999,0.455,NAD27,1463.04,body mass,
1251,MVZ 19204,37.875069,-122.245186,0.402,NAD27,,body mass,-
1252,MVZ 201344,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,body mass,
1253,MVZ 201345,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,body mass,
1254,MVZ 20328,39.5155,-123.15104,4.645,NAD27,1371.6000000000001,body mass,
1255,MVZ 207146,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,body mass,
1256,MVZ 207147,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,body mass,
1257,MVZ 207148,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,body mass,
1258,MVZ 207149,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,body mass,
1259,MVZ 207152,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,body mass,
1260,MVZ 207153,37.6248,-120.56688,0.251419,WGS84,70.104,body mass,
1261,MVZ 207154,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,body mass,
1262,MVZ 207155,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,body mass,
1263,MVZ 207156,37.84486,-119.58945,0.1,WGS84,2587.752,body mass,
1264,MVZ 207161,37.7409,-119.40803999999999,0.15142,WGS84,2204.9232,body mass,
